NDB_No,Shrt_Desc,Energ_Kcal,Energ_Kcal,Protein_(g),Carbohydrt_(g),Vit_C_(mg),Sodium_(mg),Calcium_(mg),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2
10919,"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,LN & FAT,HTD,RSTD",234,234,18.17,1.42,0,945,8,72,85,"1 serving,  (3 oz)",3204,"1 roast, shank"
10907,"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,LN & FAT,UNHTD",243,243,14.28,1.42,0,936,6,55,28.35,"1 oz, shank",453.6,"1 lb, shank"
10881,"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,LN,HTD,RSTD",132,132,21.69,1.26,0,1045,9,72,85,"1 serving,  (3 oz)",3204,"1 roast, shank"
10889,"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,UNHTD,LN",113,113,17.53,1.2,0,1090,8,52,85,3 oz,,
10870,"PORK,CURED,HAM & H2O PRODUCT,SLICE,BNLESS,LN,HTD,PAN-BROIL",123,123,15.09,4.69,0,1390,8,45,138,1 slice,85,"1 serving,  (3 oz)"
10906,"PORK,CURED,HAM & H2O PRODUCT,SLICE,BONE-IN,LN & FAT,UNHTD",149,149,13.69,2.72,0,1099,8,50,28.35,1 oz,453.6,1 lb
10869,"PORK,CURED,HAM & H2O PRODUCT,SLICE,BONE-IN,LN,HTD,PAN-BROIL",122,122,20.9,1.35,0,1237,12,64,85,"1 serving,  (3 oz)",446,1 slice
10888,"PORK,CURED,HAM & H2O PRODUCT,SLICE,BONE-IN,LN,UNHTD",103,103,14.47,2.82,0,1160,9,49,85,3 oz,,
10922,"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN & FAT,HTD,RSTD",123,123,13.88,4.61,0,1335,8,43,85,"1 serving,  (3 oz)",1995,1 roast
10905,"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN & FAT,UNHTD",117,117,14.05,4.21,0,1308,8,43,28.35,"1 oz, whole",453.6,"1 lb, whole"
10871,"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN,HTD,RSTD",123,123,13.88,4.61,0,1335,8,43,85,"1 serving,  (3 oz)",1995,1 roast
10872,"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN,UNHTD",116,116,14.07,4.22,0,1310,8,43,85,3 oz,,
10927,"PORK,CURED,HAM W/ NAT JUCS,SPRL SLCE,BNLES,LN & FAT,HTD,RSTD",139,139,22.18,1.06,0,977,4,64,145,1 slice,920,1 roast
10923,"PORK,CURED,HAM W/ NAT JUICES,RUMP,BONE-IN,LN & FAT,HTD,RSTD",177,177,22.47,0.6,0,841,10,72,85,"1 serving,  (3 oz)",2673,"1 roast, rump"
10904,"PORK,CURED,HAM W/ NAT JUICES,RUMP,BONE-IN,LN & FAT,UNHTD",200,200,19.7,0.43,0,838,8,67,28.35,"1 oz, rump",453.6,"1 lb, rump"
10873,"PORK,CURED,HAM W/ NAT JUICES,RUMP,BONE-IN,LN,HTD,RSTD",137,137,24.14,0.48,0,861,10,72,85,"1 serving,  (3 oz)",2673,"1 roast, rump"
10890,"PORK,CURED,HAM W/ NAT JUICES,RUMP,BONE-IN,LN,UNHTD",122,122,22.71,0.43,0,893,9,68,85,3 oz,,
10924,"PORK,CURED,HAM W/ NAT JUICES,SHANK,BONE-IN,LN & FAT,HTD,RSTD",191,191,22.88,0.33,0,801,7,74,85,"1 serving,  (3 oz)",3170,"1 roast, shank"
10903,"PORK,CURED,HAM W/ NAT JUICES,SHANK,BONE-IN,LN & FAT,UNHTD",191,191,22.35,0.32,0,779,6,62,28.35,"1 oz, shank",453.6,"1 lb, shank"
10874,"PORK,CURED,HAM W/ NAT JUICES,SHANK,BONE-IN,LN,HTD,RSTD",145,145,24.95,0.34,0,820,7,74,85,"1 serving,  (3 oz)",3170,"1 roast, shank"
10891,"PORK,CURED,HAM W/ NAT JUICES,SHANK,BONE-IN,LN,UNHTD",130,130,25.11,0.3,0,809,7,63,85,3 oz,,
10882,"PORK,CURED,HAM W/ NAT JUICES,SLICE,BNLESS,LN,HTD,PAN-BROIL",116,116,20.95,1.05,0,1163,6,57,85,"1 serving,  (3 oz)",277,1 slice
10902,"PORK,CURED,HAM W/ NAT JUICES,SLICE,BONE-IN,LN & FAT,UNHTD",159,159,22.82,0.17,0,839,9,63,85,3 oz,,
10875,"PORK,CURED,HAM W/ NAT JUICES,SLICE,BONE-IN,LN,HTD,PAN-BROIL",150,150,27.75,0,0,835,12,80,85,"1 serving,  (3 oz)",445,1 slice
10892,"PORK,CURED,HAM W/ NAT JUICES,SLICE,BONE-IN,LN,UNHTD",123,123,24.34,0,0,861,9,63,85,3 oz,430,1 slice
10893,"PORK,CURED,HAM W/ NAT JUICES,SPIRAL SLICE,BNLESS,LN,UNHTD",109,109,19.25,1.22,0,895,4,57,28.35,"1 oz, spiral slice",453.6,"1 lb, spiral slice"
10901,"PORK,CURED,HAM W/ NAT JUICES,SPIRL SLCE,BNLES,LN & FAT,UNHTD",129,129,18.66,1.18,0,881,4,57,28.35,"1 oz, spiral slice",453.6,"1 lb, spiral slice"
10928,"PORK,CURED,HAM W/ NAT JUICES,WHL,BNLESS,LN & FAT,HTD,RSTD",114,114,20.54,0.84,0,1179,6,56,85,"1 serving,  (3 oz)",1497,1 roast
10900,"PORK,CURED,HAM W/ NAT JUICES,WHL,BNLESS,LN & FAT,UNHTD",112,112,19.38,1.02,0,1096,6,53,28.35,"1 oz, whole",453.6,"1 lb, whole"
10883,"PORK,CURED,HAM W/ NAT JUICES,WHL,BNLESS,LN,HTD,RSTD",113,113,20.57,0.84,0,1180,6,56,85,"1 serving,  (3 oz)",1497,1 roast
10884,"PORK,CURED,HAM W/ NAT JUICES,WHL,BNLESS,LN,UNHTD",111,111,19.44,1.03,0,1098,6,53,28.35,1 oz,453.6,1 lb
10925,"PORK,CURED,HAM W/ NAT JUICS,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL",180,180,26.18,0.17,0,821,12,80,85,"1 serving,  (3 oz)",445,1 slice
10926,"PORK,CURED,HAM W/ NAT JUICS,SLICE,BNLES,LN & FAT,HTD,PAN-BRL",118,118,20.89,1.04,0,1160,6,58,85,"1 serving,  (3 oz)",277,1 slice
10134,"PORK,CURED,HAM,BNLESS,EX LN (APPROX 5% FAT),RSTD",145,145,20.93,1.5,0,1203,8,53,140,1 cup,85,3 oz
10183,"PORK,CURED,HAM,BNLESS,EX LN&REG,RSTD",165,165,21.97,0.5,0,1385,8,57,140,1 cup,85,3 oz
10182,"PORK,CURED,HAM,BNLESS,EX LN&REG,UNHTD",162,162,18.26,2.28,0,1278,7,53,140,1 cup,28,"1 slice,  (6-1/4"" x 4"" x 1/16"") (1 oz)"
43325,"PORK,CURED,HAM,BNLESS,LO NA,EX LN & REG,RSTD",165,165,22,0.5,0,969,8,57,28.35,"1 oz, boneless",17,"1 cubic inch, boneless"
43327,"PORK,CURED,HAM,BNLESS,LO NA,EX LN (APPROXIMATLY 5% FAT),RSTD",145,145,20.9,1.5,0,969,8,53,28.35,1 oz,453,1 lb
10136,"PORK,CURED,HAM,BNLESS,REG (APPROX 11% FAT),RSTD",178,178,22.62,0,0,1500,8,59,140,1 cup,85,3 oz
10141,"PORK,CURED,HAM,CNTR SLICE,COUNTRY-STYLE,LN,RAW",195,195,27.8,0.3,0,2695,10,70,28.35,1 oz,113,4 oz
10142,"PORK,CURED,HAM,CNTR SLICE,LN&FAT,UNHTD",203,203,20.17,0.05,0,1386,7,54,28.35,1 oz,113,4 oz
10138,"PORK,CURED,HAM,EX LN (APPROX 4% FAT),CND,RSTD",136,136,21.16,0.52,0,1135,6,30,140,1 cup,85,3 oz
10137,"PORK,CURED,HAM,EX LN (APPROX 4% FAT),CND,UNHTD",120,120,18.49,0,0,1255,6,38,140,1 cup,28.35,1 oz
10185,"PORK,CURED,HAM,EX LN&REG,CND,RSTD",167,167,20.94,0.49,0,1068,7,41,140,1 cup,85,3 oz
10184,"PORK,CURED,HAM,EX LN&REG,CND,UNHTD",144,144,17.97,0,0,1276,6,38,140,1 cup,28.35,1 oz
10894,"PORK,CURED,HAM,FAT,BNLESS,HTD",507,507,8.77,2,0,677,6,72,85,3 oz,,
10895,"PORK,CURED,HAM,FAT,BNLESS,UNHTD",515,515,7.5,1.87,0,616,4,61,117,4 oz,,
43326,"PORK,CURED,HAM,LO NA,LN & FAT,CKD",172,172,22.3,0.3,0,969,8,58,28.35,"1 oz, boneless",17,"1 cubic inch, boneless"
10146,"PORK,CURED,HAM,PATTIES,UNHTD",315,315,12.78,1.69,0,1088,8,70,28.35,1 oz,65,1 patty
10140,"PORK,CURED,HAM,REG (APPROX 13% FAT),CND,RSTD",226,226,20.53,0.42,14,941,8,62,140,1 cup,85,3 oz
10929,"PORK,CURED,HAM,RUMP,BONE-IN,LN & FAT,HTD,RSTD",177,177,23.95,0.64,0,826,7,71,85,"1 serving,  (3 oz)",2874,"1 roast, rump"
10955,"PORK,CURED,HAM,RUMP,BONE-IN,LN & FAT,UNHTD",176,176,22.27,0.52,0,722,7,62,85,3 oz,,
10931,"PORK,CURED,HAM,RUMP,BONE-IN,LN,HTD,RSTD",132,132,26.02,0.68,0,846,8,71,85,"1 serving,  (3 oz)",2874,"1 roast, rump"
10932,"PORK,CURED,HAM,RUMP,BONE-IN,LN,UNHTD",125,125,24.46,0.32,0,737,7,63,28.35,1 oz,453.6,1 lb
10935,"PORK,CURED,HAM,SHANK,BONE-IN,LN & FAT,HTD,RSTD",191,191,24.39,0.64,0,810,7,70,85,"1 serving,  (3 oz)",2800,"1 roast, shank"
10936,"PORK,CURED,HAM,SHANK,BONE-IN,LN & FAT,UNHTD",177,177,21.61,0.41,0,816,6,61,28.35,1 oz,453.6,1 lb
10933,"PORK,CURED,HAM,SHANK,BONE-IN,LN,HTD,RSTD",139,139,26.49,0.68,0,828,7,70,85,"1 serving,  (3 oz)",2800,"1 roast, shank"
10934,"PORK,CURED,HAM,SHANK,BONE-IN,LN,UNHTD",125,125,23.79,0.18,0,846,6,61,28.35,1 oz,453.6,1 lb
10937,"PORK,CURED,HAM,SLICE,BONE-IN,LN & FAT,HTD,PAN-BROIL",181,181,25.48,0.7,0,852,14,73,85,"1 serving,  (3 oz)",366,1 slice
10939,"PORK,CURED,HAM,SLICE,BONE-IN,LN & FAT,UNHTD",173,173,22.45,0.21,0,744,12,65,85,"1 serving,  (3 oz)",425,1 slice
10899,"PORK,CURED,HAM,SLICE,BONE-IN,LN,HTD,PAN-BROIL",148,148,27.18,0.74,0,870,15,73,85,"1 serving,  (3 oz)",366,1 slice
10938,"PORK,CURED,HAM,SLICE,BONE-IN,LN,UNHTD",130,130,24.36,0,0,760,13,65,85,"1 serving,  (3 oz)",425,1 slice
10149,"PORK,CURED,HAM,STEAK,BNLESS,EX LN,UNHTD",122,122,19.56,0,32.3,1269,4,45,28.35,1 oz,57,1 slice
10150,"PORK,CURED,HAM,WHL,LN&FAT,UNHTD",246,246,18.49,0.06,34.9,1284,7,56,140,1 cup,28.35,1 oz
10153,"PORK,CURED,HAM,WHL,LN,RSTD",157,157,25.05,0,0,1327,7,55,140,1 cup,85,3 oz
10152,"PORK,CURED,HAM,WHL,LN,UNHTD",147,147,22.32,0.05,0,1516,7,52,140,1 cup,28.35,1 oz
10165,"PORK,CURED,SALT PORK,RAW",748,748,5.05,0,0,2684,6,86,28.35,1 oz,227,8 oz
10168,"PORK,CURED,SHLDR,ARM PICNIC,LN&FAT,RSTD",280,280,20.43,0,0,1072,10,58,140,1 cup,85,3 oz
10169,"PORK,CURED,SHLDR,ARM PICNIC,LN,RSTD",170,170,24.94,0,0,1231,11,48,140,1 cup,85,3 oz
10171,"PORK,CURED,SHLDR,BLADE ROLL,LN&FAT,RSTD",287,287,17.28,0.37,3.2,973,7,67,85,3 oz,376,"1 piece, cooked (yield from 1 lb unheated product)"
10170,"PORK,CURED,SHLDR,BLADE ROLL,LN&FAT,UNHTD",269,269,16.47,0,0.3,1250,7,53,28.35,1 oz,113,4 oz
10004,"PORK,FRESH,BACKFAT,RAW",812,812,2.92,0,0.1,11,2,57,28.35,1 oz,453.6,1 lb
10220,"PORK,FRESH,GROUND,COOKED",297,297,25.69,0,0.7,73,22,94,85,3 oz,,
10219,"PORK,FRESH,GROUND,RAW",263,263,16.88,0,0.7,56,14,72,28.35,1 oz,113,4 oz
10193,"PORK,FRSH,BACKRIBS,LN&FAT,CKD,RSTD",292,292,23.01,0,0,94,46,84,85,3 oz,,
10192,"PORK,FRSH,BACKRIBS,LN&FAT,RAW",224,224,19.07,0,0,87,31,69,85,3 oz,,
10005,"PORK,FRSH,BELLY,RAW",518,518,9.34,0,0.3,32,5,72,28.35,1 oz,453.6,1 lb
10988,"PORK,FRSH,BLADE,(CHOPS),BNLESS,LN & FAT,CKD,BRLD",202,202,24.73,0.83,0,58,8,77,131,1 chop,,
10001,"PORK,FRSH,CARCASS,LN&FAT,RAW",376,376,13.91,0,0.4,42,19,74,28.35,1 oz,453.6,1 lb
10188,"PORK,FRSH,COMP (LEG,LOIN,SHLDR,&SPARERIBS),LN&FAT,CKD",238,238,26.36,0,0.1,57,20,88,85,3 oz,247,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
10187,"PORK,FRSH,COMP (LEG,LOIN,SHLDR,&SPARERIBS),LN&FAT,RAW",216,216,18.95,0,0.5,55,19,67,28.35,1 oz,453.6,1 lb
10000,"PORK,FRSH,COMP OF FAT,W/ ADDED SOLN,CKD",585,585,10.06,0.32,0,125,36,81,85,3 oz,,
10942,"PORK,FRSH,COMP OF FAT,W/ ADDED SOLN,RAW",508,508,9.27,0,0,81,22,83,28.35,1 oz,453,1 lb
10003,"PORK,FRSH,COMP OF LEG,LOIN,SHLDR,& SPARERIBS,LN & FAT,RAW",211,211,18.22,0,0.3,57,11,69,28.35,1 oz,453.6,1 lb
10093,"PORK,FRSH,COMP OF RTL CUTS (LEG,LOIN,&SHLDR),LN,CKD",201,201,27.51,0,0.2,55,18,84,85,3 oz,231,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
10002,"PORK,FRSH,COMP OF RTL CUTS (LEG,LOIN,SHLDR),LN,RAW",134,134,21.2,0,0.2,59,13,64,28.35,1 oz,453.6,1 lb
10226,"PORK,FRSH,COMP OF RTL CUTS (LOIN & SHLDR BLADE),LN & FAT,RAW",177,177,20.08,0,0.1,54,16,65,28.35,1 oz,453.6,1 lb
10227,"PORK,FRSH,COMP OF RTL CUTS (LOIN&SHLDR BLADE),LN&FAT,CKD",235,235,26.07,0,0.1,55,20,83,85,3 oz,261,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
10229,"PORK,FRSH,COMP OF RTL CUTS (LOIN&SHLDR BLADE),LN,CKD",211,211,29.47,0,0.4,57,22,85,85,3 oz,236,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
10228,"PORK,FRSH,COMP OF RTL CUTS (LOIN&SHLDR BLADE),LN,RAW",144,144,21.23,0,0.6,54,17,60,28.35,1 oz,453.6,1 lb
10944,"PORK,FRSH,ENHANCED,LOIN,TENDERLOIN,LN,RAW",106,106,20.39,0,0,243,4,48,85,3 oz,,
10007,"PORK,FRSH,FAT,CKD",626,626,7.06,0,0,56,22,79,28.35,1 oz,113,4 oz
10006,"PORK,FRSH,FAT,RAW",632,632,9.25,0,0,47,14,72,28.35,1 oz,113,4 oz
10013,"PORK,FRSH,LEG (HAM),RUMP HALF,LN&FAT,CKD,RSTD",209,209,27.03,0,0,77,16,85,135,"1 cup, diced",85,3 oz
10012,"PORK,FRSH,LEG (HAM),RUMP HALF,LN&FAT,RAW",182,182,20.27,0,0,73,12,63,28.35,1 oz,453.6,1 lb
10015,"PORK,FRSH,LEG (HAM),RUMP HALF,LN,CKD,RSTD",165,165,28.86,0,0,80,16,86,85,3 oz,3027,1 roast
10014,"PORK,FRSH,LEG (HAM),RUMP HALF,LN,RAW",120,120,21.81,0,0,76,12,62,85,3 oz,453.6,1 lb
10017,"PORK,FRSH,LEG (HAM),SHANK HALF,LN&FAT,CKD,RSTD",232,232,25.96,0,0,81,15,91,85,3 oz,2900,1 roast
10016,"PORK,FRSH,LEG (HAM),SHANK HALF,LN&FAT,RAW",193,193,19.87,0,0,84,12,67,85,3 oz,453.6,1 lb
10019,"PORK,FRSH,LEG (HAM),SHANK HALF,LN,CKD,RSTD",175,175,28.69,0,0,84,14,93,85,3 oz,2900,1 roast
10018,"PORK,FRSH,LEG (HAM),SHANK HALF,LN,RAW",119,119,21.66,0,0,90,12,66,85,3 oz,453.6,1 lb
10009,"PORK,FRSH,LEG (HAM),WHL,LN&FAT,CKD,RSTD",273,273,26.83,0,0.3,60,14,94,135,"1 cup, diced",85,3 oz
10008,"PORK,FRSH,LEG (HAM),WHL,LN&FAT,RAW",245,245,17.43,0,0.7,47,5,73,28.35,1 oz,453.6,1 lb
10011,"PORK,FRSH,LEG (HAM),WHL,LN,CKD,RSTD",211,211,29.41,0,0.4,64,7,94,135,"1 cup, diced",85,3 oz
10010,"PORK,FRSH,LEG (HAM),WHL,LN,RAW",136,136,20.48,0,0.9,55,6,68,28.35,1 oz,453.6,1 lb
10948,"PORK,FRSH,LN,TOP LIN (CHOPS),BNLSS,LN,W/ ADDED SLN,RAW",117,117,21.09,0.22,0,278,7,51,114,4 oz,146,1 chop
10947,"PORK,FRSH,LN,TOP LN (CHPS),BNLESS,LN,W/ ADDED SLN,CKD,BRLD",170,170,29.65,0,0,315,9,70,107,1 chop,,
10858,"PORK,FRSH,LN,TP LN (CHPS),BNLESS,LN,W/ ADDED SLN,CKD,PN-BRLD",169,169,28.95,0,0,209,10,75,150,"1 chop, boneless",,
10950,"PORK,FRSH,LN,TP LN (CHPS),BNLSS,LN & FT,W/ADDED SLN,CKD,BRLD",198,198,28.33,0.02,0,302,11,71,107,1 chop,,
10859,"PORK,FRSH,LN,TPLN(CHPS),BNLS,LN & FT,W/ADDED SLN,CKD,PN-BRLD",190,190,28.35,0,0,205,10,75,150,"1 chop, boneless (yield from 189g raw meat)",,
10982,"PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BNLESS,LN,RAW",123,123,21.35,0.82,0,65,6,58,85,3 oz,176,1 chop
10028,"PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW",194,194,19.56,0,0,69,35,63,85,3 oz,263,1 chop
10032,"PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BONE-IN,LN,RAW",143,143,21.22,0,0,73,30,59,85,3 oz,263,1 chop
10984,"PORK,FRSH,LOIN,BLADE (CHOPS),BNLESS,LN,BNLESS,CKD,BRLD",169,169,26.14,0.89,0,58,7,76,85,3 oz,131,1 chop
10030,"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN&FAT,CKD,BRLD",231,231,23.72,0,0,74,56,78,85,3 oz,219,1 chop
10029,"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN&FAT,CKD,BRSD",255,255,26.54,0,0,69,51,86,85,3 oz,206,1 chop
10178,"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN&FAT,CKD,PAN-FRIED",256,256,25.02,0,0,85,48,82,85,3 oz,215,1 chop
10034,"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,BRLD",193,193,24.99,0,0,76,55,78,85,3 oz,219,1 chop
10033,"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,BRSD",222,222,28.02,0,0,70,49,87,85,3 oz,206,1 chop
10120,"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,PAN-FRIED",222,222,26.38,0,0,88,46,82,85,3 oz,215,1 chop
10990,"PORK,FRSH,LOIN,BLADE (ROASTS),BNLESS,LN & FAT,CKD,RSTD",199,199,26.48,0,0,67,12,76,85,3 oz,848,1 roast
10983,"PORK,FRSH,LOIN,BLADE (ROASTS),BNLESS,LN,CKD,RSTD",175,175,27.58,0,0,68,11,76,85,3 oz,848,1 roast
10031,"PORK,FRSH,LOIN,BLADE (ROASTS),BONE-IN,LN&FAT,CKD,RSTD",254,254,24.29,0,0,76,31,83,85,3 oz,830,1 roast
10035,"PORK,FRSH,LOIN,BLADE (ROASTS),BONE-IN,LN,CKD,RSTD",217,217,25.7,0,0,78,27,83,85,3 oz,830,1 roast
10989,"PORK,FRSH,LOIN,BLDE (CHOPS OR ROAST),BNLESS,LN & FAT OLY,RAW",157,157,20.54,0.76,0,64,6,59,85,3 oz,176,1 chop
10164,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BNLESS,LN & FAT,RAW",201,201,21.14,0,0,82,9,59,85,3 oz,170,1 chop
10163,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BNLESS,LN,CKD,PAN-BROILED",162,162,30.02,0,0,91,6,74,114,4 oz,137,1 chop
10094,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BNLESS,LN,RAW",123,123,23.75,0,0,87,6,56,114,4 oz,170,1 chop
10036,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN & FAT,RAW",170,170,20.71,0,0,55,19,69,85,3 oz,199,"1 chop, without refuse (Yield from 1 raw chop, with refuse, weighing 259g)"
10038,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRLD",209,209,25.61,0,0,55,24,84,85,3 oz,157,"1 chop, without refuse (Yield from 1 cooked chop, with refuse, weighing 209g)"
10037,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN&FAT,CKD,BRSD",242,242,28.21,0,0,73,55,81,85,3 oz,187,1 chop
10042,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,CKD,BRLD",180,180,26.76,0,0,56,23,84,146,"1 chop, without refuse (Yield from 1 cooked chop, with refuse, weighing 209g)",85,3 oz
10041,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,CKD,BRSD",200,200,30.2,0,0,75,53,81,85,3 oz,187,1 chop
10176,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,CKD,PAN-FRIED",195,195,29.56,0,0,99,51,78,85,3 oz,172,1 chop
10040,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,RAW",127,127,21.99,0,0,58,18,69,85,3 oz,178,"1 chop, without refuse (Yield from 1 raw chop, with refuse, weighing 259g)"
10039,"PORK,FRSH,LOIN,CNTR LOIN (ROASTS),BONE-IN,LN&FAT,CKD,RSTD",231,231,27.01,0,0,83,33,76,85,3 oz,900,1 roast
10043,"PORK,FRSH,LOIN,CNTR LOIN (ROASTS),BONE-IN,LN,CKD,RSTD",194,194,28.58,0,0,86,30,75,85,3 oz,900,1 roast
10179,"PORK,FRSH,LOIN,CNTR LOIN CHOPS,BONE-IN,LN&FAT,CKD,PAN-FRIED",238,238,27.63,0,0,94,53,79,85,3 oz,172,1 chop
10189,"PORK,FRSH,LOIN,CNTR LON (CHPS),BNLESS,LN & FAT,CKD,PAN-BRLED",229,229,26.68,0,0,86,9,75,85,3 oz,137,1 chop
10194,"PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BNLESS,LN&FAT,RAW",211,211,19.9,0,0.3,42,5,60,85,3 oz,101,"1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 113 g)"
10199,"PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BNLESS,LN,RAW",152,152,21.8,0,0.3,45,5,55,85,3 oz,88,"1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 113 g)"
10044,"PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW",186,186,20.28,0,0,56,25,58,133,"1 chop, without refuse (Yield from 1 raw chop, with refuse, weighing 201g)",453.6,1 lb
10048,"PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BONE-IN,LN,RAW",136,136,21.79,0,0,60,24,56,85,3 oz,86,"1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 151 g)"
10196,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN&FAT,CKD,BRLD",260,260,27.63,0,0.3,62,28,82,85,3 oz,80,"1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 113 g)"
10195,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN&FAT,CKD,BRSD",255,255,26.29,0,0.3,40,5,73,85,3 oz,81,"1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 113 g)"
10197,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN&FAT,CKD,PAN-FRIED",273,273,25.82,0,0,50,11,73,85,3 oz,75,"1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 113 g)"
10201,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN,CKD,BRLD",216,216,29.46,0,0.3,65,31,81,85,3 oz,71,"1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 113 g)"
10200,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN,CKD,BRSD",211,211,27.95,0,0.3,41,5,71,85,3 oz,72,"1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 113 g)"
10202,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BNLESS,LN,CKD,PAN-FRIED",224,224,27.68,0,0.3,52,5,70,85,3 oz,66,"1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 113 g)"
10046,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN&FAT,CKD,BRLD",222,222,24.42,0,0,55,28,67,112,"1 chop, without refuse (Yield from 1 cooked chop, with refuse, weighing 172g)",85,3 oz
10045,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN&FAT,CKD,BRSD",261,261,26.66,0,0,70,53,79,85,3 oz,187,1 chop
10180,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN&FAT,CKD,PAN-FRIED",256,256,26.81,0,0,84,48,78,85,3 oz,169,1 chop
10050,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN,CKD,BRLD",186,186,25.79,0,0,57,26,66,85,3 oz,67,"1 chop, excluding refuse (yield from 1 raw chop, with refuse, weighing 151 g)"
10049,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN,CKD,BRSD",208,208,29.03,0,0,72,51,79,85,3 oz,187,1 chop
10177,"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN,CKD,PAN-FRIED",211,211,28.84,0,0,88,45,77,85,3 oz,169,1 chop
10198,"PORK,FRSH,LOIN,CNTR RIB (ROASTS),BNLESS,LN&FAT,CKD,RSTD",252,252,26.99,0,0.4,48,6,81,85,3 oz,317,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
10203,"PORK,FRSH,LOIN,CNTR RIB (ROASTS),BNLESS,LN,CKD,RSTD",214,214,28.81,0,0.4,50,6,83,85,3 oz,283,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
10047,"PORK,FRSH,LOIN,CNTR RIB (ROASTS),BONE-IN,LN&FAT,CKD,RSTD",248,248,26.99,0,0,91,19,78,85,3 oz,783,1 roast
10051,"PORK,FRSH,LOIN,CNTR RIB (ROASTS),BONE-IN,LN,CKD,RSTD",206,206,28.82,0,0,95,13,78,85,3 oz,783,1 roast
